Number,Title,Name,City,State,Amount
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH DEVELOPMENT, INC.",UVALDE,TX,229532
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bee Busy Wellness Center,HOUSTON,TX,209572
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","MARTIN LUTHER KING, JR FAMILY CLINIC, INC",DALLAS,TX,207154
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Health Opportunities for the People of East Texas, Inc",CENTER,TX,206254
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,202374
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Frontera Healthcare Network,EDEN,TX,202309
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,199702
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","LEGACY COMMUNITY HEALTH SERVICES, INC.",HOUSTON,TX,198621
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TEJAS HEALTH CARE,LA GRANGE,TX,192724
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,192682
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Mt. Enterprise Community Health Clinic,MOUNT ENTERPRISE,TX,190842
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SU CLINICA FAMILIAR,HARLINGEN,TX,181561
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Presidio County Health Services, Inc",MARFA,TX,174611
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bee Busy Wellness Center,HOUSTON,TX,172772
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Travis County Healthcare District,AUSTIN,TX,166885
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Healthcare for the Homeless-Houston,HOUSTON,TX,165529
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Pasadena Health Center,PASADENA,TX,165199
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VIDA Y SALUD HEALTH SYSTEMS INC,CRYSTAL CITY,TX,164589
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,164247
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,157800
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LONE STAR CIRCLE OF CARE,GEORGETOWN,TX,152291
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TRIANGLE AREA NETWORK INC,BEAUMONT,TX,147139
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COASTAL BEND AIDS FOUNDATION,CORPUS CHRISTI,TX,145099
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",MISSION EAST DALLAS AND METROPLEX PROJECT,MESQUITE,TX,143344
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",PROJECT VIDA HEALTH CENTER,EL PASO,TX,140317
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,139447
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","N. CENTRAL TX COMMUNITY HEALTH CARE CENTER, INC",WICHITA FALLS,TX,138578
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CENTRO DEL BARRIO, INC",SAN ANTONIO,TX,131086
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Cactus Health Services, Inc",SANDERSON,TX,127189
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC",SAN ANTONIO,TX,125188
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",UNITED MEDICAL CENTERS,EAGLE PASS,TX,123673
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,120349
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,117875
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC",SAN ANTONIO,TX,115739
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CROSS TIMBERS HEALTH CLINICS, INC",DE LEON,TX,112351
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LOS BARRIOS COMMUNITY CLINIC,DALLAS,TX,103132
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","GULF COAST HEALTH CENTER, INC.",PORT ARTHUR,TX,101744
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,100446
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,99213
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Brazos Valley Community Action Agency, Inc.",COLLEGE STATION,TX,98711
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH SERVICE AGENCY, INC",GREENVILLE,TX,96635
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,95534
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH DEVELOPMENT, INC.",UVALDE,TX,95216
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","GATEWAY COMMUNITY HEALTH CENTER, INC",LAREDO,TX,92827
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO SAN VINCENTE,EL PASO,TX,91475
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VIDA Y SALUD HEALTH SYSTEMS INC,CRYSTAL CITY,TX,89456
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC.",GONZALES,TX,86649
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Fort Bend Family Health Center,Inc",RICHMOND,TX,86588
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",East Texas Border Health Clinic,MARSHALL,TX,86176
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,85351
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,84031
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BROWNSVILLE COMMUNITY HEALTH CENTER, INC",BROWNSVILLE,TX,83101
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LONGVIEW WELNESS CENTER,LONGVIEW,TX,82746
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Spring Branch Community Health Center,HOUSTON,TX,81142
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Lone Star Community Health Center,CONROE,TX,80802
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","N. CENTRAL TX COMMUNITY HEALTH CARE CENTER, INC",WICHITA FALLS,TX,80059
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Coastal Health & Wellness,LA MARQUE,TX,79990
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BROWNSVILLE COMMUNITY HEALTH CENTER, INC",BROWNSVILLE,TX,79967
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,79041
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Midland Community Healthcare Services,MIDLAND,TX,79031
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",HARRIS COUNTY HOSPITAL DISTRICT,HOUSTON,TX,78995
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",PEOPLES COMMUNITY CLINIC,AUSTIN,TX,78919
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Stephen F. Austin Community Health Center, Inc",ALVIN,TX,76725
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",UNITED MEDICAL CENTERS,EAGLE PASS,TX,75746
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",El Centro de Corazon,HOUSTON,TX,74753
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","North Texas Area Community Health Center, Inc.",FORT WORTH,TX,74502
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Travis County Healthcare District,AUSTIN,TX,74069
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",ASIAN AMERICAN HEALTH COALITION OF GREATER HOUSTON INC,HOUSTON,TX,73889
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,73876
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TYLER FAMILY CIRCLE OF CARE,TYLER,TX,72463
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","ATASCOSA HEALTH CENTER, INC",PLEASANTON,TX,72034
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEALING HANDS MINISTRIES, INC",DALLAS,TX,72026
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,70643
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",LA ESPERANZA CLINIC,SAN ANGELO,TX,70363
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",DALLAS COUNTY HOSPITAL DISTRICT,DALLAS,TX,70115
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",St. Hope Foundation Inc,HOUSTON,TX,69235
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEALTH SERVICES OF NORTH TEXAS, INC.",DENTON,TX,69029
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Community Action Corporation of South Texas,ALICE,TX,68928
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,68021
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,67736
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Mt. Enterprise Community Health Clinic,MOUNT ENTERPRISE,TX,67726
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SPECIAL HEALTH RESOURCES FOR TEXAS, INC.",LONGVIEW,TX,67538
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SU CLINICA FAMILIAR,HARLINGEN,TX,67138
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Health Center of Southeast Texas,CLEVELAND,TX,66643
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","EAST TEXAS COMMUNITY HEALTH SERVICES, INC",NACOGDOCHES,TX,66456
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Ellis County Coalition for Health Options,WAXAHACHIE,TX,66448
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,LUBBOCK,TX,65683
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BARRIO COMPREHENSIVE FAMILY HEALTH CARE CENTER, INC",SAN ANTONIO,TX,65642
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH PLAINS RURAL HEALTH SERVICES, INC",LEVELLAND,TX,64952
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","N. CENTRAL TX COMMUNITY HEALTH CARE CENTER, INC",WICHITA FALLS,TX,63319
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Amistad Community Health Center, Inc.",CORPUS CHRISTI,TX,63226
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Houston Community Health Centers, Inc",HOUSTON,TX,63165
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH PLAINS RURAL HEALTH SERVICES, INC",LEVELLAND,TX,62948
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH DEVELOPMENT, INC.",UVALDE,TX,62579
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",UNITED MEDICAL CENTERS,EAGLE PASS,TX,62463
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Health Opportunities for the People of East Texas, Inc",CENTER,TX,61924
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Presidio County Health Services, Inc",MARFA,TX,61619
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Matagorda Episcopal Health Outreach Program,BAY CITY,TX,61269
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Pasadena Health Center,PASADENA,TX,61234
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Chambers County Public Hospital District No. 1,ANAHUAC,TX,60567
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Healthcare for the Homeless-Houston,HOUSTON,TX,60460
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bee Busy Wellness Center,HOUSTON,TX,60452
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CROSS TIMBERS HEALTH CLINICS, INC",DE LEON,TX,59997
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO SAN VINCENTE,EL PASO,TX,58906
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SHACKELFORD COUNTY COMMUNITY RESOURCE CENTER,ALBANY,TX,58335
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TEJAS HEALTH CARE,LA GRANGE,TX,58300
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","MARTIN LUTHER KING, JR FAMILY CLINIC, INC",DALLAS,TX,57853
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Frontera Healthcare Network,EDEN,TX,57725
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",MISSION EAST DALLAS AND METROPLEX PROJECT,MESQUITE,TX,56800
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,55821
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Mt. Enterprise Community Health Clinic,MOUNT ENTERPRISE,TX,55394
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",TRIANGLE AREA NETWORK INC,BEAUMONT,TX,55286
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,54828
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COASTAL BEND AIDS FOUNDATION,CORPUS CHRISTI,TX,54641
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Presidio County Health Services, Inc",MARFA,TX,54208
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",PROJECT VIDA HEALTH CENTER,EL PASO,TX,53885
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",PROJECT VIDA HEALTH CENTER,EL PASO,TX,53822
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Cactus Health Services, Inc",SANDERSON,TX,53492
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SHACKELFORD COUNTY COMMUNITY RESOURCE CENTER,ALBANY,TX,53335
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bee Busy Wellness Center,HOUSTON,TX,50425
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,50312
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VIDA Y SALUD HEALTH SYSTEMS INC,CRYSTAL CITY,TX,50156
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,42214
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,40117
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CENTRO DEL BARRIO, INC",SAN ANTONIO,TX,39977
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CROSS TIMBERS HEALTH CLINICS, INC",DE LEON,TX,37021
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,35073
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SU CLINICA FAMILIAR,HARLINGEN,TX,31842
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,30566
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH DEVELOPMENT, INC.",UVALDE,TX,29387
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","BROWNSVILLE COMMUNITY HEALTH CENTER, INC",BROWNSVILLE,TX,26993
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VIDA Y SALUD HEALTH SYSTEMS INC,CRYSTAL CITY,TX,26305
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,24199
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,22409
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO SAN VINCENTE,EL PASO,TX,22187
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Mt. Enterprise Community Health Clinic,MOUNT ENTERPRISE,TX,20617
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH PLAINS RURAL HEALTH SERVICES, INC",LEVELLAND,TX,20378
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",SHACKELFORD COUNTY COMMUNITY RESOURCE CENTER,ALBANY,TX,19469
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","Presidio County Health Services, Inc",MARFA,TX,17798
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",Bee Busy Wellness Center,HOUSTON,TX,17643
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,15803
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","NUESTRA CLINICA DEL VALLE, INC.",PHARR,TX,15444
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,15166
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC",WACO,TX,12544
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","SOUTH TEXAS RURAL HEALTH SERVICES, INC",COTULLA,TX,12288
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,11984
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",PROJECT VIDA HEALTH CENTER,EL PASO,TX,11927
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","N. CENTRAL TX COMMUNITY HEALTH CARE CENTER, INC",WICHITA FALLS,TX,10057
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",CENTRO DE SALUD FAMILIAR LA FE,EL PASO,TX,9563
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","REGENCE HEALTH NETWORK, INC",PLAINVIEW,TX,9353
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","CROSS TIMBERS HEALTH CLINICS, INC",DE LEON,TX,9348
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",UNITED MEDICAL CENTERS,EAGLE PASS,TX,8811
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",COMMUNITY HEALTH CENTER OF LUBBOCK,LUBBOCK,TX,8560
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)",VIDA Y SALUD HEALTH SYSTEMS INC,CRYSTAL CITY,TX,8016
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","COMMUNITY HEALTH DEVELOPMENT, INC.",UVALDE,TX,8012
93.224,"Health Center Program (Community Health Centers, Migrant Health Centers, Health Care for the Homeless, and Public Housing Primary Care)","HOUSTON AREA CMNTY SERVICES, INC",HOUSTON,TX,7570
